id	original_sentence	auxiliary_sentence	label_id	label
3642	The food is outstanding and the service is quick, friendly and very professional.	anecdotes	4	none
3642	The food is outstanding and the service is quick, friendly and very professional.	food	0	positive
3642	The food is outstanding and the service is quick, friendly and very professional.	ambience	4	none
3642	The food is outstanding and the service is quick, friendly and very professional.	service	0	positive
3643	Always a nice crowd, but never loud.	price	4	none
3643	Always a nice crowd, but never loud.	anecdotes	4	none
3643	Always a nice crowd, but never loud.	food	4	none
3643	Always a nice crowd, but never loud.	ambience	0	positive
3643	Always a nice crowd, but never loud.	service	4	none
3644	Go here.	price	4	none
3644	Go here.	anecdotes	0	positive
3644	Go here.	food	4	none
3644	Go here.	ambience	4	none
3644	Go here.	service	4	none
3645	Good for dates or with friends.	price	4	none
3645	Good for dates or with friends.	anecdotes	0	positive
3645	Good for dates or with friends.	food	4	none
3645	Good for dates or with friends.	ambience	4	none
3645	Good for dates or with friends.	service	4	none
3646	Horrible.	price	4	none
3646	Horrible.	anecdotes	2	negative
3646	Horrible.	food	4	none
3646	Horrible.	ambience	4	none
3646	Horrible.	service	4	none
3647	We were seated and ignored by waitstaff.	price	4	none
3647	We were seated and ignored by waitstaff.	anecdotes	4	none
3647	We were seated and ignored by waitstaff.	food	4	none
3647	We were seated and ignored by waitstaff.	ambience	4	none
3647	We were seated and ignored by waitstaff.	service	2	negative
3648	Restaurant was dirty and unkempt.	price	4	none
3648	Restaurant was dirty and unkempt.	anecdotes	4	none
3648	Restaurant was dirty and unkempt.	food	4	none
3648	Restaurant was dirty and unkempt.	ambience	2	negative
3648	Restaurant was dirty and unkempt.	service	4	none
3649	Bartender was unable to tear himself away from friends at bar.	price	4	none
3649	Bartender was unable to tear himself away from friends at bar.	anecdotes	4	none
3649	Bartender was unable to tear himself away from friends at bar.	food	4	none
3649	Bartender was unable to tear himself away from friends at bar.	ambience	4	none
3649	Bartender was unable to tear himself away from friends at bar.	service	2	negative
365	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.	price	4	none
365	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.	anecdotes	4	none
365	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.	food	4	none
365	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.	ambience	4	none
365	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.	service	2	negative
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	price	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	anecdotes	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	food	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	ambience	4	none
3650	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	service	2	negative
3651	Chance is a joke.	price	4	none
3651	Chance is a joke.	anecdotes	2	negative
3651	Chance is a joke.	food	4	none
3651	Chance is a joke.	ambience	4	none
3651	Chance is a joke.	service	4	none
3652	Avoid at all costs.	price	4	none
3652	Avoid at all costs.	anecdotes	2	negative
3652	Avoid at all costs.	food	4	none
3652	Avoid at all costs.	ambience	4	none
3652	Avoid at all costs.	service	4	none
3653	My friends and I were on vacation in NY and was referred to Chance by a friend.	price	4	none
3653	My friends and I were on vacation in NY and was referred to Chance by a friend.	anecdotes	1	neutral
3653	My friends and I were on vacation in NY and was referred to Chance by a friend.	food	4	none
3653	My friends and I were on vacation in NY and was referred to Chance by a friend.	ambience	4	none
3653	My friends and I were on vacation in NY and was referred to Chance by a friend.	service	4	none
3654	I found the food to be outstanding, particulary the salmon dish I had.	price	4	none
3654	I found the food to be outstanding, particulary the salmon dish I had.	anecdotes	4	none
3654	I found the food to be outstanding, particulary the salmon dish I had.	food	0	positive
3654	I found the food to be outstanding, particulary the salmon dish I had.	ambience	4	none
3654	I found the food to be outstanding, particulary the salmon dish I had.	service	4	none
3655	I also ordered the Change Mojito, which was out of this world.	price	4	none
3655	I also ordered the Change Mojito, which was out of this world.	anecdotes	4	none
3655	I also ordered the Change Mojito, which was out of this world.	food	0	positive
3655	I also ordered the Change Mojito, which was out of this world.	ambience	4	none
3655	I also ordered the Change Mojito, which was out of this world.	service	4	none
3658	We ate out in the back patio, which is worth it as it's cool and the music is hear well there.	price	4	none
3658	We ate out in the back patio, which is worth it as it's cool and the music is hear well there.	anecdotes	4	none
3658	We ate out in the back patio, which is worth it as it's cool and the music is hear well there.	food	4	none
3658	We ate out in the back patio, which is worth it as it's cool and the music is hear well there.	ambience	0	positive
3658	We ate out in the back patio, which is worth it as it's cool and the music is hear well there.	service	4	none
3659	Overall, excellent restaurant!	price	4	none
3659	Overall, excellent restaurant!	anecdotes	0	positive
3659	Overall, excellent restaurant!	food	4	none
3659	Overall, excellent restaurant!	ambience	4	none
3659	Overall, excellent restaurant!	service	4	none
366	We could not catch our waiter's eye, and he ignored us.	price	4	none
366	We could not catch our waiter's eye, and he ignored us.	anecdotes	4	none
366	We could not catch our waiter's eye, and he ignored us.	food	4	none
366	We could not catch our waiter's eye, and he ignored us.	ambience	4	none
366	We could not catch our waiter's eye, and he ignored us.	service	2	negative
3660	This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.	price	4	none
3660	This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.	anecdotes	0	positive
3660	This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.	food	4	none
3660	This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.	ambience	4	none
3660	This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.	service	4	none
3661	We walked in on a Wednesday night and were seated promptly.	price	4	none
3661	We walked in on a Wednesday night and were seated promptly.	anecdotes	4	none
3661	We walked in on a Wednesday night and were seated promptly.	food	4	none
3661	We walked in on a Wednesday night and were seated promptly.	ambience	4	none
3661	We walked in on a Wednesday night and were seated promptly.	service	0	positive
3662	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	price	4	none
3662	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	anecdotes	4	none
3662	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	food	0	positive
3662	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	ambience	4	none
3662	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	service	0	positive
3663	And they provided a delicious dessert on the house!	price	0	positive
3663	And they provided a delicious dessert on the house!	anecdotes	4	none
3663	And they provided a delicious dessert on the house!	food	0	positive
3663	And they provided a delicious dessert on the house!	ambience	4	none
3663	And they provided a delicious dessert on the house!	service	0	positive
3664	Definitely not a restaurant to skip!	price	4	none
3664	Definitely not a restaurant to skip!	anecdotes	0	positive
3664	Definitely not a restaurant to skip!	food	4	none
3664	Definitely not a restaurant to skip!	ambience	4	none
3664	Definitely not a restaurant to skip!	service	4	none
3665	Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.	price	4	none
3665	Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.	anecdotes	4	none
3665	Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.	food	4	none
3665	Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.	ambience	0	positive
3665	Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.	service	4	none
3666	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	price	4	none
3666	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	anecdotes	4	none
3666	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	food	4	none
3666	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	ambience	2	negative
3666	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	service	4	none
3667	But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.	price	0	positive
3667	But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.	anecdotes	4	none
3667	But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.	food	4	none
3667	But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.	ambience	4	none
3667	But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.	service	0	positive
3668	I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.	price	4	none
3668	I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.	anecdotes	4	none
3668	I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.	food	0	positive
3668	I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.	ambience	4	none
3668	I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.	service	4	none
3669	Please if your thinking about it go, and stay the wait you won't be disappointed.	price	4	none
3669	Please if your thinking about it go, and stay the wait you won't be disappointed.	anecdotes	3	conflict
3669	Please if your thinking about it go, and stay the wait you won't be disappointed.	food	4	none
3669	Please if your thinking about it go, and stay the wait you won't be disappointed.	ambience	4	none
3669	Please if your thinking about it go, and stay the wait you won't be disappointed.	service	4	none
367	This was on a Tuesday night.	price	4	none
367	This was on a Tuesday night.	anecdotes	1	neutral
367	This was on a Tuesday night.	food	4	none
367	This was on a Tuesday night.	ambience	4	none
367	This was on a Tuesday night.	service	4	none
3670	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...	price	4	none
3670	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...	anecdotes	4	none
3670	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...	food	4	none
3670	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...	ambience	4	none
3670	First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...	service	2	negative
3671	The only thing I could get attention from was one of at least two cats running around that kept batting at my table.	price	4	none
3671	The only thing I could get attention from was one of at least two cats running around that kept batting at my table.	anecdotes	2	negative
3671	The only thing I could get attention from was one of at least two cats running around that kept batting at my table.	food	4	none
3671	The only thing I could get attention from was one of at least two cats running around that kept batting at my table.	ambience	4	none
3671	The only thing I could get attention from was one of at least two cats running around that kept batting at my table.	service	4	none
3672	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	price	4	none
3672	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	anecdotes	4	none
3672	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	food	4	none
3672	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	ambience	4	none
3672	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	service	2	negative
3675	Everytime my husband and I go there, we are never disappointed.	price	4	none
3675	Everytime my husband and I go there, we are never disappointed.	anecdotes	0	positive
3675	Everytime my husband and I go there, we are never disappointed.	food	4	none
3675	Everytime my husband and I go there, we are never disappointed.	ambience	4	none
3675	Everytime my husband and I go there, we are never disappointed.	service	4	none
3676	The wine is always good, the tapas are always yummy, especially with the warm pita bread.	price	4	none
3676	The wine is always good, the tapas are always yummy, especially with the warm pita bread.	anecdotes	4	none
3676	The wine is always good, the tapas are always yummy, especially with the warm pita bread.	food	0	positive
3676	The wine is always good, the tapas are always yummy, especially with the warm pita bread.	ambience	4	none
3676	The wine is always good, the tapas are always yummy, especially with the warm pita bread.	service	4	none
3677	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	price	4	none
3677	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	anecdotes	4	none
3677	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	food	0	positive
3677	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	ambience	4	none
3677	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	service	4	none
3679	I loved this place!!	price	4	none
3679	I loved this place!!	anecdotes	0	positive
3679	I loved this place!!	food	4	none
3679	I loved this place!!	ambience	4	none
3679	I loved this place!!	service	4	none
368	The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.	price	4	none
368	The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.	anecdotes	4	none
368	The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.	food	4	none
368	The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.	ambience	4	none
368	The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.	service	2	negative
3680	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	price	4	none
3680	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	anecdotes	4	none
3680	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	food	4	none
3680	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	ambience	0	positive
3680	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	service	4	none
3681	The food was very good, a great deal, and the place its self was great.	price	4	none
3681	The food was very good, a great deal, and the place its self was great.	anecdotes	4	none
3681	The food was very good, a great deal, and the place its self was great.	food	0	positive
3681	The food was very good, a great deal, and the place its self was great.	ambience	0	positive
3681	The food was very good, a great deal, and the place its self was great.	service	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	price	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	anecdotes	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	food	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	ambience	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	service	0	positive
3683	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	price	4	none
3683	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	anecdotes	4	none
3683	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	food	4	none
3683	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	ambience	4	none
3683	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.	service	2	negative
3684	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	price	2	negative
3684	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	anecdotes	4	none
3684	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	food	4	none
3684	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	ambience	4	none
3684	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	service	4	none
3685	Overall, not worth the money.	price	2	negative
3685	Overall, not worth the money.	anecdotes	4	none
3685	Overall, not worth the money.	food	4	none
3685	Overall, not worth the money.	ambience	4	none
3685	Overall, not worth the money.	service	4	none
3686	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	price	4	none
3686	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	anecdotes	2	negative
3686	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	food	4	none
3686	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	ambience	0	positive
3686	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	service	4	none
3687	Took my sister here before attending a show one evening.	price	4	none
3687	Took my sister here before attending a show one evening.	anecdotes	1	neutral
3687	Took my sister here before attending a show one evening.	food	4	none
3687	Took my sister here before attending a show one evening.	ambience	4	none
3687	Took my sister here before attending a show one evening.	service	4	none
3688	It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.	price	4	none
3688	It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.	anecdotes	4	none
3688	It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.	food	4	none
3688	It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.	ambience	3	conflict
3688	It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.	service	4	none
3689	We could only get through an appetizer and cheese fondue.	price	4	none
3689	We could only get through an appetizer and cheese fondue.	anecdotes	1	neutral
3689	We could only get through an appetizer and cheese fondue.	food	1	neutral
3689	We could only get through an appetizer and cheese fondue.	ambience	4	none
3689	We could only get through an appetizer and cheese fondue.	service	4	none
369	We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.	price	4	none
369	We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.	anecdotes	4	none
369	We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.	food	4	none
369	We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.	ambience	4	none
369	We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.	service	2	negative
3690	Will have to return to try the chocolate!	price	4	none
3690	Will have to return to try the chocolate!	anecdotes	1	neutral
3690	Will have to return to try the chocolate!	food	4	none
3690	Will have to return to try the chocolate!	ambience	4	none
3690	Will have to return to try the chocolate!	service	4	none
3692	But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.	price	4	none
3692	But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.	anecdotes	4	none
3692	But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.	food	2	negative
3692	But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.	ambience	4	none
3692	But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.	service	4	none
3693	otherwise, good stuff for late nite eats.	price	4	none
3693	otherwise, good stuff for late nite eats.	anecdotes	4	none
3693	otherwise, good stuff for late nite eats.	food	0	positive
3693	otherwise, good stuff for late nite eats.	ambience	4	none
3693	otherwise, good stuff for late nite eats.	service	4	none
3694	black white shakes came out good also.	price	4	none
3694	black white shakes came out good also.	anecdotes	4	none
3694	black white shakes came out good also.	food	0	positive
3694	black white shakes came out good also.	ambience	4	none
3694	black white shakes came out good also.	service	4	none
3695	sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!	price	0	positive
3695	sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!	anecdotes	4	none
3695	sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!	food	4	none
3695	sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!	ambience	4	none
3695	sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!	service	4	none
3696	Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).	price	0	positive
3696	Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).	anecdotes	4	none
3696	Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).	food	3	conflict
3696	Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).	ambience	4	none
3696	Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).	service	4	none
3697	The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.	price	4	none
3697	The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.	anecdotes	4	none
3697	The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.	food	0	positive
3697	The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.	ambience	4	none
3697	The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.	service	4	none
3698	The menu has lots of options: I hope to go back to try those potato pancakes.	price	4	none
3698	The menu has lots of options: I hope to go back to try those potato pancakes.	anecdotes	4	none
3698	The menu has lots of options: I hope to go back to try those potato pancakes.	food	0	positive
3698	The menu has lots of options: I hope to go back to try those potato pancakes.	ambience	4	none
3698	The menu has lots of options: I hope to go back to try those potato pancakes.	service	4	none
3699	Lunch came with pickels and slaw, no extra charge.	price	0	positive
3699	Lunch came with pickels and slaw, no extra charge.	anecdotes	4	none
3699	Lunch came with pickels and slaw, no extra charge.	food	4	none
3699	Lunch came with pickels and slaw, no extra charge.	ambience	4	none
3699	Lunch came with pickels and slaw, no extra charge.	service	4	none
37	The only friendly staff member was the guy at the bar.	price	4	none
37	The only friendly staff member was the guy at the bar.	anecdotes	4	none
37	The only friendly staff member was the guy at the bar.	food	4	none
37	The only friendly staff member was the guy at the bar.	ambience	4	none
37	The only friendly staff member was the guy at the bar.	service	3	conflict
370	kalbi and nebbiolo do work together.	price	4	none
370	kalbi and nebbiolo do work together.	anecdotes	4	none
370	kalbi and nebbiolo do work together.	food	1	neutral
370	kalbi and nebbiolo do work together.	ambience	4	none
370	kalbi and nebbiolo do work together.	service	4	none
3700	It seems like this is a place the locals like and the people working here liked it too.	price	4	none
3700	It seems like this is a place the locals like and the people working here liked it too.	anecdotes	0	positive
3700	It seems like this is a place the locals like and the people working here liked it too.	food	4	none
3700	It seems like this is a place the locals like and the people working here liked it too.	ambience	4	none
3700	It seems like this is a place the locals like and the people working here liked it too.	service	4	none
3701	Late nite omelletes are not good here, there is no variety!	price	4	none
3701	Late nite omelletes are not good here, there is no variety!	anecdotes	4	none
3701	Late nite omelletes are not good here, there is no variety!	food	2	negative
3701	Late nite omelletes are not good here, there is no variety!	ambience	4	none
3701	Late nite omelletes are not good here, there is no variety!	service	4	none
3702	They came out over cooked and the cheese was almost non existant.	price	4	none
3702	They came out over cooked and the cheese was almost non existant.	anecdotes	4	none
3702	They came out over cooked and the cheese was almost non existant.	food	2	negative
3702	They came out over cooked and the cheese was almost non existant.	ambience	4	none
3702	They came out over cooked and the cheese was almost non existant.	service	4	none
3703	They used shredded cheese on top!	price	4	none
3703	They used shredded cheese on top!	anecdotes	4	none
3703	They used shredded cheese on top!	food	1	neutral
3703	They used shredded cheese on top!	ambience	4	none
3703	They used shredded cheese on top!	service	4	none
3704	I will not be coming here at 3am again.	price	4	none
3704	I will not be coming here at 3am again.	anecdotes	2	negative
3704	I will not be coming here at 3am again.	food	4	none
3704	I will not be coming here at 3am again.	ambience	4	none
3704	I will not be coming here at 3am again.	service	4	none
3705	Nice place though.	price	4	none
3705	Nice place though.	anecdotes	0	positive
3705	Nice place though.	food	4	none
3705	Nice place though.	ambience	4	none
3705	Nice place though.	service	4	none
3706	Was there Friday night.	price	4	none
3706	Was there Friday night.	anecdotes	1	neutral
3706	Was there Friday night.	food	4	none
3706	Was there Friday night.	ambience	4	none
3706	Was there Friday night.	service	4	none
3707	Best Pastrami I ever had and great portion without being ridiculous.	price	4	none
3707	Best Pastrami I ever had and great portion without being ridiculous.	anecdotes	4	none
3707	Best Pastrami I ever had and great portion without being ridiculous.	food	0	positive
3707	Best Pastrami I ever had and great portion without being ridiculous.	ambience	4	none
3707	Best Pastrami I ever had and great portion without being ridiculous.	service	4	none
3708	And I've been to many NYC delis.	price	4	none
3708	And I've been to many NYC delis.	anecdotes	1	neutral
3708	And I've been to many NYC delis.	food	4	none
3708	And I've been to many NYC delis.	ambience	4	none
3708	And I've been to many NYC delis.	service	4	none
3709	My wife had the fried shrimp which are huge and loved it.	price	4	none
3709	My wife had the fried shrimp which are huge and loved it.	anecdotes	4	none
3709	My wife had the fried shrimp which are huge and loved it.	food	0	positive
3709	My wife had the fried shrimp which are huge and loved it.	ambience	4	none
3709	My wife had the fried shrimp which are huge and loved it.	service	4	none
3710	Price no more than a Jersey deli but way better.	price	0	positive
3710	Price no more than a Jersey deli but way better.	anecdotes	4	none
3710	Price no more than a Jersey deli but way better.	food	4	none
3710	Price no more than a Jersey deli but way better.	ambience	4	none
3710	Price no more than a Jersey deli but way better.	service	4	none
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	price	4	none
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	anecdotes	4	none
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	food	0	positive
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	ambience	4	none
375	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.	service	4	none
377	We were a group of 8 and well seved.	price	4	none
377	We were a group of 8 and well seved.	anecdotes	1	neutral
377	We were a group of 8 and well seved.	food	4	none
377	We were a group of 8 and well seved.	ambience	4	none
377	We were a group of 8 and well seved.	service	0	positive
378	My fish was delicious in an incredible curry sauce.	price	4	none
378	My fish was delicious in an incredible curry sauce.	anecdotes	4	none
378	My fish was delicious in an incredible curry sauce.	food	0	positive
378	My fish was delicious in an incredible curry sauce.	ambience	4	none
378	My fish was delicious in an incredible curry sauce.	service	4	none
379	Acceptable prices.	price	0	positive
379	Acceptable prices.	anecdotes	4	none
379	Acceptable prices.	food	4	none
379	Acceptable prices.	ambience	4	none
379	Acceptable prices.	service	4	none
38	The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	price	4	none
38	The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	anecdotes	4	none
38	The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	food	4	none
38	The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	ambience	4	none
38	The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	service	2	negative
380	I'll be back soon.	price	4	none
380	I'll be back soon.	anecdotes	0	positive
380	I'll be back soon.	food	4	none
380	I'll be back soon.	ambience	4	none
380	I'll be back soon.	service	4	none
381	Everything at Sala Thai is tasty and well-portioned.	price	4	none
381	Everything at Sala Thai is tasty and well-portioned.	anecdotes	4	none
381	Everything at Sala Thai is tasty and well-portioned.	food	0	positive
381	Everything at Sala Thai is tasty and well-portioned.	ambience	4	none
381	Everything at Sala Thai is tasty and well-portioned.	service	4	none
382	The calamari comes with an incredible sauce, and the duck noodles are yummy as well.	price	4	none
382	The calamari comes with an incredible sauce, and the duck noodles are yummy as well.	anecdotes	4	none
382	The calamari comes with an incredible sauce, and the duck noodles are yummy as well.	food	0	positive
382	The calamari comes with an incredible sauce, and the duck noodles are yummy as well.	ambience	4	none
382	The calamari comes with an incredible sauce, and the duck noodles are yummy as well.	service	4	none
385	I really liked this place.	price	4	none
385	I really liked this place.	anecdotes	0	positive
385	I really liked this place.	food	4	none
385	I really liked this place.	ambience	4	none
385	I really liked this place.	service	4	none
386	Everything I had was good, and I'm a eater.	price	4	none
386	Everything I had was good, and I'm a eater.	anecdotes	4	none
386	Everything I had was good, and I'm a eater.	food	0	positive
386	Everything I had was good, and I'm a eater.	ambience	4	none
386	Everything I had was good, and I'm a eater.	service	4	none
387	It was pretty inexpensive too.	price	0	positive
387	It was pretty inexpensive too.	anecdotes	4	none
387	It was pretty inexpensive too.	food	4	none
387	It was pretty inexpensive too.	ambience	4	none
387	It was pretty inexpensive too.	service	4	none
388	this little place has a cute interior decor and affordable city prices.	price	0	positive
388	this little place has a cute interior decor and affordable city prices.	anecdotes	4	none
